,ClusterName
3984,Pyramidal L6
6280,Pyramidal L6
2576,Pyramidal L6
6341,Pyramidal L6
2326,Pyramidal L6
792,Pyramidal L6
4175,Pyramidal L6
5405,Pyramidal L6
6414,Pyramidal L6
4103,Pyramidal L6
5194,Pyramidal L6
4195,Pyramidal L6
798,Pyramidal L6
6355,Pyramidal L6
6329,Pyramidal L6
6238,Pyramidal L6
4026,Pyramidal L6
991,Pyramidal L6
2499,Pyramidal L6
2412,Pyramidal L6
5195,Pyramidal L6
6360,Pyramidal L6
2398,Pyramidal L6
2416,Pyramidal L6
2476,Pyramidal L6
3977,Pyramidal L6
7666,Pyramidal L6
5180,Pyramidal L6
6385,Pyramidal L6
2449,Pyramidal L6
981,Pyramidal L6
4082,Pyramidal L6
6285,Pyramidal L6
6318,Pyramidal L6
4004,Pyramidal L6
6221,Pyramidal L6
5344,Pyramidal L6
2491,Pyramidal L6
6284,Pyramidal L6
5286,Pyramidal L6
6169,Pyramidal L6
2368,Pyramidal L6
2585,Pyramidal L6
5329,Pyramidal L6
5283,Pyramidal L6
4111,Pyramidal L6
4174,Pyramidal L6
7671,Pyramidal L6
5330,Pyramidal L6
825,Pyramidal L6
7639,Pyramidal L6
5339,Pyramidal L6
5236,Pyramidal L6
6336,Pyramidal L6
2296,Pyramidal L6
2396,Pyramidal L6
3856,Pyramidal L6
5173,Pyramidal L6
2360,Pyramidal L6
6295,Pyramidal L6
4117,Pyramidal L6
7642,Pyramidal L6
905,Pyramidal L6
2606,Pyramidal L6
2214,Pyramidal L6
2179,Pyramidal L6
1010,Pyramidal L6
2247,Pyramidal L6
4030,Pyramidal L6
4119,Pyramidal L6
6298,Pyramidal L6
5349,Pyramidal L6
5193,Pyramidal L6
3437,Pyramidal L6
6391,Pyramidal L6
6397,Pyramidal L6
7669,Pyramidal L6
5287,Pyramidal L6
5342,Pyramidal L6
5315,Pyramidal L6
6235,Pyramidal L6
6264,Pyramidal L6
2610,Pyramidal L6
3935,Pyramidal L6
4073,Pyramidal L6
4017,Pyramidal L6
5337,Pyramidal L6
883,Pyramidal L6
7380,Pyramidal L6
2361,Pyramidal L6
5265,Pyramidal L6
2459,Pyramidal L6
2272,Pyramidal L6
5167,Pyramidal L6
2336,Pyramidal L6
2374,Pyramidal L6
5385,Pyramidal L6
876,Pyramidal L6
6421,Pyramidal L6
5276,Pyramidal L6
4190,Pyramidal L6
5084,Pyramidal L6
5322,Pyramidal L6
6256,Pyramidal L6
6272,Pyramidal L6
2254,Pyramidal L6
6334,Pyramidal L6
6379,Pyramidal L6
872,Pyramidal L6
7378,Pyramidal L6
7365,Pyramidal L6
2341,Pyramidal L6
6352,Pyramidal L6
4161,Pyramidal L6
5224,Pyramidal L6
5154,Pyramidal L6
823,Pyramidal L6
6253,Pyramidal L6
3921,Pyramidal L6
4013,Pyramidal L6
5291,Pyramidal L6
2384,Pyramidal L6
5100,Pyramidal L6
2240,Pyramidal L6
5220,Pyramidal L6
2428,Pyramidal L6
908,Pyramidal L6
6395,Pyramidal L6
6259,Pyramidal L6
5253,Pyramidal L6
900,Pyramidal L6
7658,Pyramidal L6
833,Pyramidal L6
2438,Pyramidal L6
3870,Pyramidal L6
3962,Pyramidal L6
7634,Pyramidal L6
6363,Pyramidal L6
5182,Pyramidal L6
5211,Pyramidal L6
6378,Pyramidal L6
6348,Pyramidal L6
2458,Pyramidal L6
6404,Pyramidal L6
7646,Pyramidal L6
5141,Pyramidal L6
760,Pyramidal L6
6309,Pyramidal L6
6311,Pyramidal L6
771,Pyramidal L6
4101,Pyramidal L6
6424,Pyramidal L6
2318,Pyramidal L6
2456,Pyramidal L6
6287,Pyramidal L6
4043,Pyramidal L6
2277,Pyramidal L6
882,Pyramidal L6
4034,Pyramidal L6
7332,Pyramidal L6
2362,Pyramidal L6
865,Pyramidal L6
5218,Pyramidal L6
784,Pyramidal L6
5372,Pyramidal L6
2436,Pyramidal L6
859,Pyramidal L6
3998,Pyramidal L6
5191,Pyramidal L6
4153,Pyramidal L6
5377,Pyramidal L6
6310,Pyramidal L6
2496,Pyramidal L6
2337,Pyramidal L6
4158,Pyramidal L6
6273,Pyramidal L6
2266,Pyramidal L6
780,Pyramidal L6
2442,Pyramidal L6
6374,Pyramidal L6
6328,Pyramidal L6
6343,Pyramidal L6
6301,Pyramidal L6
5174,Pyramidal L6
878,Pyramidal L6
6261,Pyramidal L6
3920,Pyramidal L6
2548,Pyramidal L6
5298,Pyramidal L6
6321,Pyramidal L6
5179,Pyramidal L6
5325,Pyramidal L6
7660,Pyramidal L6
5227,Pyramidal L6
2335,Pyramidal L6
5129,Pyramidal L6
6425,Pyramidal L6
6436,Pyramidal L6
2184,Pyramidal L6
6429,Pyramidal L6
6386,Pyramidal L6
5223,Pyramidal L6
6304,Pyramidal L6
6223,Pyramidal L6
4059,Pyramidal L6
2363,Pyramidal L6
7364,Pyramidal L6
2525,Pyramidal L6
2393,Pyramidal L6
6393,Pyramidal L6
6407,Pyramidal L6
923,Pyramidal L6
4099,Pyramidal L6
4229,Pyramidal L6
862,Pyramidal L6
2353,Pyramidal L6
6293,Pyramidal L6
6362,Pyramidal L6
6208,Pyramidal L6
4152,Pyramidal L6
5266,Pyramidal L6
835,Pyramidal L6
5378,Pyramidal L6
2248,Pyramidal L6
5139,Pyramidal L6
5241,Pyramidal L6
2516,Pyramidal L6
945,Pyramidal L6
5158,Pyramidal L6
4056,Pyramidal L6
4149,Pyramidal L6
3944,Pyramidal L6
7377,Pyramidal L6
2372,Pyramidal L6
6296,Pyramidal L6
6338,Pyramidal L6
6387,Pyramidal L6
5166,Pyramidal L6
6333,Pyramidal L6
5164,Pyramidal L6
2376,Pyramidal L6
5244,Pyramidal L6
2298,Pyramidal L6
5104,Pyramidal L6
6320,Pyramidal L6
2455,Pyramidal L6
6236,Pyramidal L6
2375,Pyramidal L6
824,Pyramidal L6
2543,Pyramidal L6
5269,Pyramidal L6
2324,Pyramidal L6
6283,Pyramidal L6
2574,Pyramidal L6
7662,Pyramidal L6
4038,Pyramidal L6
5441,Pyramidal L6
6156,Pyramidal L6
5304,Pyramidal L6
2223,Pyramidal L6
4159,Pyramidal L6
2334,Pyramidal L6
7635,Pyramidal L6
5256,Pyramidal L6
5202,Pyramidal L6
5176,Pyramidal L6
5197,Pyramidal L6
3996,Pyramidal L6
5243,Pyramidal L6
6405,Pyramidal L6
5305,Pyramidal L6
2418,Pyramidal L6
2492,Pyramidal L6
4186,Pyramidal L6
970,Pyramidal L6
776,Pyramidal L6
4113,Pyramidal L6
4080,Pyramidal L6
2484,Pyramidal L6
891,Pyramidal L6
4016,Pyramidal L6
2566,Pyramidal L6
990,Pyramidal L6
2250,Pyramidal L6
799,Pyramidal L6
6357,Pyramidal L6
840,Pyramidal L6
998,Pyramidal L6
2273,Pyramidal L6
4005,Pyramidal L6
5222,Pyramidal L6
2267,Pyramidal L6
2198,Pyramidal L6
916,Pyramidal L6
5367,Pyramidal L6
5120,Pyramidal L6
895,Pyramidal L6
4184,Pyramidal L6
2305,Pyramidal L6
656,Pyramidal L6
3905,Pyramidal L6
7356,Pyramidal L6
4058,Pyramidal L6
4104,Pyramidal L6
3971,Pyramidal L6
3976,Pyramidal L6
2424,Pyramidal L6
7631,Pyramidal L6
2454,Pyramidal L6
6748,Pyramidal L6
946,Pyramidal L6
5299,Pyramidal L6
6313,Pyramidal L6
6373,Pyramidal L6
2451,Pyramidal L6
6401,Pyramidal L6
3995,Pyramidal L6
6432,Pyramidal L6
2255,Pyramidal L6
910,Pyramidal L6
2434,Pyramidal L6
5271,Pyramidal L6
6200,Pyramidal L6
2188,Pyramidal L6
2344,Pyramidal L6
6361,Pyramidal L6
6340,Pyramidal L6
5309,Pyramidal L6
2470,Pyramidal L6
817,Pyramidal L6
5172,Pyramidal L6
5268,Pyramidal L6
4052,Pyramidal L6
6262,Pyramidal L6
7661,Pyramidal L6
6241,Pyramidal L6
6312,Pyramidal L6
6350,Pyramidal L6
987,Pyramidal L6
7623,Pyramidal L6
3964,Pyramidal L6
5240,Pyramidal L6
6286,Pyramidal L6
6349,Pyramidal L6
3989,Pyramidal L6
4230,Pyramidal L6
6413,Pyramidal L6
2440,Pyramidal L6
2486,Pyramidal L6
5251,Pyramidal L6
2370,Pyramidal L6
4044,Pyramidal L6
834,Pyramidal L6
2378,Pyramidal L6
6186,Pyramidal L6
2252,Pyramidal L6
7360,Pyramidal L6
896,Pyramidal L6
5383,Pyramidal L6
5247,Pyramidal L6
2452,Pyramidal L6
5138,Pyramidal L6
7624,Pyramidal L6
2475,Pyramidal L6
6365,Pyramidal L6
4118,Pyramidal L6
5168,Pyramidal L6
3912,Pyramidal L6
2343,Pyramidal L6
7676,Pyramidal L6
2395,Pyramidal L6
938,Pyramidal L6
2281,Pyramidal L6
4137,Pyramidal L6
2391,Pyramidal L6
3906,Pyramidal L6
6370,Pyramidal L6
5196,Pyramidal L6
5295,Pyramidal L6
6356,Pyramidal L6
5390,Pyramidal L6
6268,Pyramidal L6
5313,Pyramidal L6
869,Pyramidal L6
2524,Pyramidal L6
5332,Pyramidal L6
2578,Pyramidal L6
4040,Pyramidal L6
808,Pyramidal L6
5965,Hippocampus
2230,Hippocampus
746,Hippocampus
4042,Hippocampus
7366,Hippocampus
2385,Hippocampus
803,Hippocampus
6179,Hippocampus
777,Hippocampus
787,Hippocampus
789,Hippocampus
3640,Hippocampus
4826,Hippocampus
4955,Hippocampus
4558,Astrocyte Gfap
173,Astrocyte Gfap
163,Astrocyte Gfap
5611,Astrocyte Gfap
1573,Astrocyte Gfap
171,Astrocyte Gfap
4549,Astrocyte Gfap
166,Astrocyte Gfap
12,Astrocyte Gfap
5594,Astrocyte Gfap
5610,Astrocyte Gfap
8,Astrocyte Gfap
3306,Astrocyte Gfap
3314,Astrocyte Gfap
9,Astrocyte Gfap
1541,Astrocyte Gfap
182,Astrocyte Gfap
1561,Astrocyte Gfap
1565,Astrocyte Gfap
1559,Astrocyte Gfap
161,Astrocyte Gfap
5582,Astrocyte Gfap
13,Astrocyte Gfap
5674,Astrocyte Gfap
1625,Astrocyte Gfap
159,Astrocyte Gfap
3321,Astrocyte Gfap
3320,Astrocyte Gfap
1592,Astrocyte Gfap
4604,Astrocyte Gfap
4624,Astrocyte Gfap
1585,Astrocyte Gfap
5614,Astrocyte Gfap
1587,Astrocyte Gfap
1542,Astrocyte Gfap
5605,Astrocyte Gfap
1544,Astrocyte Gfap
4563,Astrocyte Gfap
1580,Astrocyte Gfap
2,Astrocyte Gfap
3,Astrocyte Gfap
3300,Astrocyte Gfap
5617,Astrocyte Gfap
208,Astrocyte Gfap
3311,Astrocyte Gfap
1583,Astrocyte Gfap
3319,Astrocyte Gfap
1579,Astrocyte Gfap
3329,Astrocyte Gfap
169,Astrocyte Gfap
7,Astrocyte Gfap
1555,Astrocyte Gfap
429,Astrocyte Mfge8
5964,Astrocyte Mfge8
246,Astrocyte Mfge8
5631,Astrocyte Mfge8
6597,Astrocyte Mfge8
4125,Astrocyte Mfge8
4057,Astrocyte Mfge8
1609,Astrocyte Mfge8
6166,Astrocyte Mfge8
6220,Astrocyte Mfge8
1603,Astrocyte Mfge8
5312,Astrocyte Mfge8
4923,Astrocyte Mfge8
4845,Astrocyte Mfge8
5935,Astrocyte Mfge8
4727,Astrocyte Mfge8
6596,Astrocyte Mfge8
267,Astrocyte Mfge8
804,Astrocyte Mfge8
4995,Astrocyte Mfge8
6099,Astrocyte Mfge8
3949,Astrocyte Mfge8
5600,Astrocyte Mfge8
2285,Astrocyte Mfge8
4889,Astrocyte Mfge8
5632,Astrocyte Mfge8
6364,Astrocyte Mfge8
4621,Astrocyte Mfge8
663,Astrocyte Mfge8
4566,Astrocyte Mfge8
1888,Astrocyte Mfge8
5765,Astrocyte Mfge8
5985,Astrocyte Mfge8
6300,Astrocyte Mfge8
3844,Astrocyte Mfge8
5612,Astrocyte Mfge8
5198,Astrocyte Mfge8
3741,Astrocyte Mfge8
2068,Astrocyte Mfge8
4806,Astrocyte Mfge8
1977,Astrocyte Mfge8
4946,Astrocyte Mfge8
7352,Astrocyte Mfge8
2095,Astrocyte Mfge8
2017,Astrocyte Mfge8
4726,Astrocyte Mfge8
5983,Astrocyte Mfge8
4943,Astrocyte Mfge8
125,Astrocyte Mfge8
4982,Astrocyte Mfge8
7045,Astrocyte Mfge8
534,Astrocyte Mfge8
1976,Astrocyte Mfge8
5976,Astrocyte Mfge8
793,Astrocyte Mfge8
2283,Astrocyte Mfge8
465,Astrocyte Mfge8
6332,Astrocyte Mfge8
529,Astrocyte Mfge8
357,Astrocyte Mfge8
132,Astrocyte Mfge8
6601,Astrocyte Mfge8
1910,Astrocyte Mfge8
6180,Astrocyte Mfge8
6317,Astrocyte Mfge8
3504,Astrocyte Mfge8
6377,Astrocyte Mfge8
6167,Astrocyte Mfge8
1600,Astrocyte Mfge8
1774,Astrocyte Mfge8
2466,Astrocyte Mfge8
4705,Astrocyte Mfge8
3668,Astrocyte Mfge8
2531,Astrocyte Mfge8
2176,Astrocyte Mfge8
5599,Astrocyte Mfge8
542,Astrocyte Mfge8
703,Astrocyte Mfge8
5320,Astrocyte Mfge8
420,Astrocyte Mfge8
3951,Astrocyte Mfge8
2464,Astrocyte Mfge8
263,Astrocyte Mfge8
1847,Astrocyte Mfge8
2575,Astrocyte Mfge8
330,Oligodendrocyte Precursor cells
5872,Oligodendrocyte Precursor cells
595,Oligodendrocyte Precursor cells
45,Oligodendrocyte Precursor cells
2340,Oligodendrocyte Precursor cells
1624,Oligodendrocyte Precursor cells
2422,Oligodendrocyte Precursor cells
5021,Oligodendrocyte Precursor cells
796,Oligodendrocyte Precursor cells
4963,Oligodendrocyte Precursor cells
4590,Oligodendrocyte Precursor cells
6600,Oligodendrocyte Precursor cells
223,Oligodendrocyte Precursor cells
207,Oligodendrocyte Precursor cells
4542,Oligodendrocyte Precursor cells
378,Oligodendrocyte Precursor cells
4631,Oligodendrocyte Precursor cells
1000,Oligodendrocyte Precursor cells
4738,Oligodendrocyte Precursor cells
1564,Oligodendrocyte Precursor cells
4547,Oligodendrocyte Precursor cells
282,Oligodendrocyte Precursor cells
6176,Oligodendrocyte Precursor cells
353,Oligodendrocyte Precursor cells
5060,Oligodendrocyte Precursor cells
3689,Oligodendrocyte Precursor cells
4967,Oligodendrocyte Precursor cells
2477,Oligodendrocyte Precursor cells
3675,Oligodendrocyte Precursor cells
2495,Oligodendrocyte Precursor cells
5999,Oligodendrocyte Precursor cells
839,Oligodendrocyte Precursor cells
2047,Oligodendrocyte Precursor cells
6205,Oligodendrocyte Precursor cells
4554,Oligodendrocyte Precursor cells
1694,Oligodendrocyte Precursor cells
5264,Oligodendrocyte Precursor cells
4555,Oligodendrocyte Precursor cells
1578,Oligodendrocyte Precursor cells
1628,Oligodendrocyte Precursor cells
2381,Oligodendrocyte Precursor cells
4774,Oligodendrocyte Precursor cells
4938,Oligodendrocyte Precursor cells
1760,Oligodendrocyte Precursor cells
2150,Oligodendrocyte Precursor cells
4544,Oligodendrocyte Precursor cells
5709,Oligodendrocyte Precursor cells
698,Oligodendrocyte Precursor cells
7059,Oligodendrocyte Precursor cells
5876,Oligodendrocyte Precursor cells
4940,Oligodendrocyte Precursor cells
1558,Oligodendrocyte Precursor cells
6450,Oligodendrocyte Precursor cells
190,Oligodendrocyte Precursor cells
590,Oligodendrocyte Precursor cells
6589,Oligodendrocyte Precursor cells
7337,Oligodendrocyte Precursor cells
917,Oligodendrocyte Precursor cells
5205,Oligodendrocyte Precursor cells
128,Oligodendrocyte Precursor cells
3744,Oligodendrocyte Precursor cells
24,Oligodendrocyte Precursor cells
6070,Oligodendrocyte Precursor cells
5153,Oligodendrocyte Precursor cells
6128,Oligodendrocyte Precursor cells
3974,Oligodendrocyte Precursor cells
433,Oligodendrocyte Precursor cells
6154,Oligodendrocyte Precursor cells
1714,Oligodendrocyte Precursor cells
3993,Oligodendrocyte Precursor cells
5248,Oligodendrocyte Precursor cells
2308,Oligodendrocyte Precursor cells
6224,Oligodendrocyte Precursor cells
2345,Oligodendrocyte Precursor cells
2377,Oligodendrocyte Precursor cells
2185,Oligodendrocyte Precursor cells
2415,Oligodendrocyte Precursor cells
5076,Oligodendrocyte Precursor cells
6141,Oligodendrocyte Precursor cells
231,Oligodendrocyte Precursor cells
5145,Oligodendrocyte Precursor cells
6041,Oligodendrocyte Precursor cells
2222,Oligodendrocyte Precursor cells
3621,Oligodendrocyte Precursor cells
5772,Oligodendrocyte COP
168,Oligodendrocyte COP
4135,Oligodendrocyte COP
261,Oligodendrocyte COP
3955,Oligodendrocyte COP
11,Oligodendrocyte COP
551,Oligodendrocyte COP
4014,Oligodendrocyte COP
5856,Oligodendrocyte COP
6593,Oligodendrocyte COP
4171,Oligodendrocyte COP
2178,Oligodendrocyte COP
6030,Oligodendrocyte COP
7048,Oligodendrocyte COP
439,Oligodendrocyte COP
5627,Oligodendrocyte COP
2521,Oligodendrocyte COP
4616,Oligodendrocyte COP
2595,Oligodendrocyte COP
5065,Oligodendrocyte COP
165,Oligodendrocyte COP
941,Oligodendrocyte COP
5217,Oligodendrocyte COP
1741,Oligodendrocyte COP
5215,Oligodendrocyte COP
5596,Oligodendrocyte COP
115,Oligodendrocyte COP
5131,Oligodendrocyte COP
4969,Oligodendrocyte COP
2562,Oligodendrocyte COP
6022,Oligodendrocyte COP
7040,Oligodendrocyte COP
4842,Oligodendrocyte COP
2177,Oligodendrocyte COP
942,Oligodendrocyte COP
6307,Oligodendrocyte COP
2009,Oligodendrocyte COP
4947,Oligodendrocyte COP
1556,Oligodendrocyte COP
1916,Oligodendrocyte COP
6375,Oligodendrocyte COP
1557,Oligodendrocyte COP
327,Oligodendrocyte COP
637,Oligodendrocyte COP
5105,Oligodendrocyte COP
1582,Oligodendrocyte COP
5326,Oligodendrocyte COP
6240,Oligodendrocyte COP
5270,Oligodendrocyte COP
7038,Oligodendrocyte COP
6020,Oligodendrocyte COP
3916,Oligodendrocyte COP
1692,Oligodendrocyte COP
3474,Oligodendrocyte COP
3301,Oligodendrocyte COP
866,Oligodendrocyte COP
328,Oligodendrocyte COP
10,Oligodendrocyte COP
4608,Oligodendrocyte COP
1691,Oligodendrocyte COP
3839,Oligodendrocyte COP
7374,Oligodendrocyte COP
3652,Oligodendrocyte COP
5121,Oligodendrocyte COP
2289,Oligodendrocyte COP
2561,Oligodendrocyte COP
2441,Oligodendrocyte COP
3317,Oligodendrocyte COP
5427,Oligodendrocyte NF
6006,Oligodendrocyte NF
5609,Oligodendrocyte NF
5619,Oligodendrocyte NF
4129,Oligodendrocyte NF
675,Oligodendrocyte NF
6730,Oligodendrocyte NF
6604,Oligodendrocyte NF
4225,Oligodendrocyte NF
4922,Oligodendrocyte NF
6760,Oligodendrocyte NF
4615,Oligodendrocyte NF
6024,Oligodendrocyte NF
6747,Oligodendrocyte NF
5621,Oligodendrocyte NF
1655,Oligodendrocyte NF
1605,Oligodendrocyte NF
6367,Oligodendrocyte NF
3925,Oligodendrocyte NF
3494,Oligodendrocyte NF
5777,Oligodendrocyte NF
3761,Oligodendrocyte NF
5814,Oligodendrocyte NF
7042,Oligodendrocyte NF
6368,Oligodendrocyte NF
2590,Oligodendrocyte NF
2096,Oligodendrocyte NF
5618,Oligodendrocyte NF
1808,Oligodendrocyte NF
6418,Oligodendrocyte MF
6260,Oligodendrocyte MF
5360,Oligodendrocyte MF
3785,Oligodendrocyte MF
831,Oligodendrocyte MF
2279,Oligodendrocyte MF
3902,Oligodendrocyte MF
2124,Oligodendrocyte MF
1747,Oligodendrocyte MF
2332,Oligodendrocyte MF
345,Oligodendrocyte MF
756,Oligodendrocyte MF
7628,Oligodendrocyte MF
4772,Oligodendrocyte MF
2579,Oligodendrocyte MF
3809,Oligodendrocyte MF
2144,Oligodendrocyte MF
3868,Oligodendrocyte MF
415,Oligodendrocyte MF
3843,Oligodendrocyte MF
2149,Oligodendrocyte MF
117,Oligodendrocyte MF
5359,Oligodendrocyte MF
2333,Oligodendrocyte MF
832,Oligodendrocyte MF
994,Oligodendrocyte Mature
2288,Oligodendrocyte Mature
3969,Oligodendrocyte Mature
6465,Oligodendrocyte Mature
2213,Oligodendrocyte Mature
6175,Oligodendrocyte Mature
744,Oligodendrocyte Mature
6323,Oligodendrocyte Mature
5103,Oligodendrocyte Mature
811,Oligodendrocyte Mature
5358,Oligodendrocyte Mature
3899,Oligodendrocyte Mature
668,Oligodendrocyte Mature
1956,Oligodendrocyte Mature
5414,Oligodendrocyte Mature
4076,Oligodendrocyte Mature
6400,Oligodendrocyte Mature
2380,Oligodendrocyte Mature
2506,Oligodendrocyte Mature
2508,Oligodendrocyte Mature
989,Oligodendrocyte Mature
2286,Oligodendrocyte Mature
727,Oligodendrocyte Mature
2200,Oligodendrocyte Mature
7655,Oligodendrocyte Mature
2542,Oligodendrocyte Mature
4061,Oligodendrocyte Mature
5353,Oligodendrocyte Mature
755,Oligodendrocyte Mature
2172,Oligodendrocyte Mature
7076,Oligodendrocyte Mature
443,Oligodendrocyte Mature
6250,Oligodendrocyte Mature
6305,Oligodendrocyte Mature
5355,Oligodendrocyte Mature
2593,Oligodendrocyte Mature
3952,Oligodendrocyte Mature
979,Oligodendrocyte Mature
2483,Oligodendrocyte Mature
922,Oligodendrocyte Mature
2609,Oligodendrocyte Mature
5334,Oligodendrocyte Mature
2303,Oligodendrocyte Mature
4110,Oligodendrocyte Mature
2173,Oligodendrocyte Mature
5208,Oligodendrocyte Mature
6257,Oligodendrocyte Mature
2473,Oligodendrocyte Mature
4064,Oligodendrocyte Mature
2141,Oligodendrocyte Mature
5317,Oligodendrocyte Mature
4956,Oligodendrocyte Mature
4053,Oligodendrocyte Mature
596,Oligodendrocyte Mature
6376,Oligodendrocyte Mature
984,Oligodendrocyte Mature
5365,Oligodendrocyte Mature
6258,Oligodendrocyte Mature
4187,Oligodendrocyte Mature
6331,Oligodendrocyte Mature
788,Oligodendrocyte Mature
1039,Oligodendrocyte Mature
858,Oligodendrocyte Mature
2435,Oligodendrocyte Mature
1002,Oligodendrocyte Mature
5143,Oligodendrocyte Mature
2206,Oligodendrocyte Mature
2493,Oligodendrocyte Mature
980,Oligodendrocyte Mature
5280,Oligodendrocyte Mature
5357,Oligodendrocyte Mature
130,Oligodendrocyte Mature
2586,Oligodendrocyte Mature
2482,Oligodendrocyte Mature
6399,Oligodendrocyte Mature
2603,Oligodendrocyte Mature
355,Oligodendrocyte Mature
2598,Oligodendrocyte Mature
2314,Oligodendrocyte Mature
7041,Perivascular Macrophages
4790,Perivascular Macrophages
5713,Perivascular Macrophages
1979,Perivascular Macrophages
5,Perivascular Macrophages
3691,Perivascular Macrophages
7084,Perivascular Macrophages
1803,Perivascular Macrophages
5661,Perivascular Macrophages
4513,Perivascular Macrophages
5616,Perivascular Macrophages
4807,Perivascular Macrophages
7367,Perivascular Macrophages
5671,Perivascular Macrophages
5587,Perivascular Macrophages
5796,Perivascular Macrophages
5815,Perivascular Macrophages
3684,Perivascular Macrophages
3466,Perivascular Macrophages
4720,Perivascular Macrophages
3622,Perivascular Macrophages
5742,Perivascular Macrophages
5055,Perivascular Macrophages
5352,Perivascular Macrophages
6148,Perivascular Macrophages
4817,Perivascular Macrophages
5888,Perivascular Macrophages
6712,Perivascular Macrophages
5943,Perivascular Macrophages
3424,Perivascular Macrophages
5791,Perivascular Macrophages
5931,Perivascular Macrophages
5593,Perivascular Macrophages
3544,Perivascular Macrophages
4822,Perivascular Macrophages
4954,Perivascular Macrophages
6731,Perivascular Macrophages
6749,Perivascular Macrophages
3609,Perivascular Macrophages
1876,Perivascular Macrophages
7339,Perivascular Macrophages
5606,Perivascular Macrophages
4914,Perivascular Macrophages
4565,Perivascular Macrophages
6065,Perivascular Macrophages
6746,Perivascular Macrophages
619,Perivascular Macrophages
4564,Perivascular Macrophages
1641,Perivascular Macrophages
458,Perivascular Macrophages
4510,Perivascular Macrophages
5711,Microglia
4977,Microglia
6282,Microglia
5642,Microglia
1560,Microglia
3716,Microglia
762,Microglia
1546,Microglia
3891,Microglia
423,Microglia
2046,Microglia
3372,Microglia
5581,Microglia
3865,Microglia
5970,Microglia
1795,Microglia
324,Microglia
1688,Microglia
5178,Microglia
3720,Microglia
5124,Microglia
1647,Microglia
6111,Microglia
3982,Microglia
4737,Microglia
5860,Microglia
774,Microglia
2202,Microglia
622,Microglia
5679,Microglia
6751,Microglia
775,Microglia
5756,Microglia
7372,Microglia
1651,Microglia
124,Microglia
278,Microglia
1821,Microglia
4773,Microglia
449,Microglia
591,Microglia
4656,Microglia
2060,Microglia
2204,Microglia
3792,C. Plexus
1743,C. Plexus
4771,C. Plexus
1701,C. Plexus
3381,C. Plexus
5749,C. Plexus
2241,C. Plexus
97,C. Plexus
113,C. Plexus
3731,C. Plexus
1601,C. Plexus
5187,C. Plexus
906,C. Plexus
1613,C. Plexus
4746,C. Plexus
5657,C. Plexus
334,C. Plexus
1843,C. Plexus
614,C. Plexus
5583,C. Plexus
229,C. Plexus
3797,C. Plexus
1800,C. Plexus
4530,C. Plexus
972,C. Plexus
2365,C. Plexus
3625,C. Plexus
337,C. Plexus
54,C. Plexus
1742,C. Plexus
3423,C. Plexus
1698,C. Plexus
1716,C. Plexus
5152,C. Plexus
290,C. Plexus
2316,C. Plexus
5630,Ependymal
7067,Ependymal
6595,Ependymal
5126,Pericytes
1554,Pericytes
3672,Pericytes
3680,Pericytes
1748,Pericytes
3882,Pericytes
3757,Pericytes
576,Pericytes
47,Pericytes
6076,Pericytes
2420,Pericytes
192,Pericytes
592,Pericytes
874,Pericytes
1014,Pericytes
1567,Pericytes
175,Pericytes
6047,Pericytes
4132,Pericytes
4906,Pericytes
3361,Pericytes
2217,Pericytes
288,Pericytes
6168,Pericytes
3333,Pericytes
5669,Pericytes
1767,Pericytes
197,Pericytes
4828,Pericytes
176,Pericytes
103,Pericytes
382,Pericytes
6327,Pericytes
52,Pericytes
1604,Pericytes
907,Pericytes
3626,Pericytes
1752,Pericytes
6009,Pericytes
4557,Pericytes
851,Pericytes
3376,Pericytes
855,Pericytes
1928,Pericytes
564,Pericytes
4921,Pericytes
4747,Pericytes
344,Pericytes
5027,Pericytes
3342,Pericytes
879,Pericytes
3733,Pericytes
2170,Pericytes
114,Pericytes
3629,Pericytes
5904,Pericytes
98,Pericytes
371,Pericytes
4881,Pericytes
105,Pericytes
1661,Pericytes
5037,Pericytes
3724,Pericytes
380,Pericytes
2216,Pericytes
2615,Pericytes
2142,Pericytes
5034,Pericytes
1940,Pericytes
3673,Pericytes
6756,Pericytes
3690,Pericytes
4550,Pericytes
4066,Pericytes
6,Pericytes
6147,Pericytes
6150,Pericytes
520,Pericytes
302,Pericytes
877,Pericytes
599,Pericytes
7080,Pericytes
2225,Pericytes
4526,Pericytes
1676,Pericytes
3310,Pericytes
660,Pericytes
3394,Endothelial
1734,Endothelial
5302,Endothelial
5161,Endothelial
3648,Endothelial
5917,Endothelial
1590,Endothelial
66,Endothelial
4156,Endothelial
3826,Endothelial
1553,Endothelial
5237,Endothelial
432,Endothelial
5089,Endothelial
913,Endothelial
3736,Endothelial
4191,Endothelial
3942,Endothelial
3303,Endothelial
2356,Endothelial
586,Endothelial
5144,Endothelial
4878,Endothelial
4858,Endothelial
3297,Endothelial
4709,Endothelial
2546,Endothelial
216,Endothelial
265,Endothelial
5142,Endothelial
236,Endothelial
739,Endothelial
317,Endothelial
754,Endothelial
6592,Endothelial
740,Endothelial
5636,Endothelial
3327,Endothelial
1552,Endothelial
40,Endothelial
4548,Endothelial
3345,Endothelial
333,Endothelial
623,Endothelial
358,Endothelial
4087,Endothelial
4650,Endothelial
5159,Endothelial
3349,Endothelial
1566,Endothelial
4194,Endothelial
